"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"444",63708,63708,139048,1951,NA,2,1,0,1,NA,NA,NA,1076,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1313,"Alton","N","Ave","","","1313 N Alton Ave","Indianapolis","IN",46222,"","Residential","SingleFamily","",39.785548,-86.216946,NA,NA,6055,0.139,"",NA,NA,NA,"",NA,NA,52900,NA,NA,NA,NA,2016-08-31,26000,"","",NA,NA,NA
"447",68950,68950,144486,1950,NA,2,1.5,1,1,NA,NA,NA,1150,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2331,"Nelson","","Ave","","","2331 Nelson Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.728371,-86.122474,NA,NA,9016,0.207,"",NA,NA,NA,"",NA,NA,60400,NA,NA,NA,NA,2016-03-18,36000,"","",NA,NA,NA
"448",68951,68951,144487,1958,NA,3,1,0,1,NA,NA,NA,1277,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2065,"Mac","","Ct","","","2065 Mac Ct","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.729477,-86.121864,NA,NA,20168,0.463,"",NA,NA,NA,"",NA,NA,67600,NA,NA,NA,NA,2016-03-24,27001,"","",NA,NA,NA
"452",68955,68955,144491,1941,NA,3,1,0,1,NA,NA,NA,1162,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3019,"Villa","","Ave","","","3019 Villa Ave","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.721058,-86.123941,NA,NA,10715,0.246,"",NA,NA,NA,"",NA,NA,82100,NA,NA,NA,NA,2016-04-29,75000,"","",NA,NA,NA
"454",68957,68957,144493,1950,NA,3,1,0,1,NA,NA,NA,832,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3190,"Temple","S","Ave","","","3190 S Temple Ave","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.719813,-86.118655,NA,NA,21780,0.5,"",NA,NA,NA,"",NA,NA,79400,NA,NA,NA,NA,2016-02-28,36950,"","",NA,NA,NA
"465",69028,69028,144566,1990,NA,3,2,0,2,NA,NA,NA,1244,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9205,"Lansburgh","","Cir","","","9205 Lansburgh Cir","Indianapolis","IN",46234,"","Residential","SingleFamily","",39.821056,-86.324735,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,95800,NA,NA,NA,NA,2016-08-09,112000,"","",NA,NA,NA
"483",71291,71291,146967,1948,NA,2,1,0,1,NA,NA,NA,1632,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1854,"Calhoun","","St","","","1854 Calhoun St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.740322,-86.126235,NA,NA,6011,0.138,"",NA,NA,NA,"",NA,NA,41200,NA,NA,NA,NA,2016-08-05,62000,"","",NA,NA,NA
"495",71303,71303,146979,1895,NA,5,2,0,2,NA,NA,NA,2492,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2110,"Prospect","","St","","","2110 Prospect St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.752664,-86.125448,NA,NA,4181,0.096,"",NA,NA,NA,"",NA,NA,37300,NA,NA,NA,NA,2016-06-13,124000,"","",NA,NA,NA
"503",75181,75181,151017,1957,NA,3,1.5,1,1,NA,NA,NA,1189,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7930,"Shearer","","Rd","","","7930 Shearer Rd","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.798792,-86.027561,NA,NA,12632,0.29,"",NA,NA,NA,"",NA,NA,66400,NA,NA,NA,NA,2016-08-10,29000,"","",NA,NA,NA
"504",75183,75183,151019,1959,NA,3,1,0,1,NA,NA,NA,1240,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3163,"Roseway","","Dr","","","3163 Roseway Dr","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.814715,-86.027573,NA,NA,11761,0.27,"",NA,NA,NA,"",NA,NA,60500,NA,NA,NA,NA,2016-06-29,64000,"","",NA,NA,NA
"508",75187,75187,151023,1959,NA,3,2,0,2,NA,NA,NA,1485,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7821,"Souter","","Dr","","","7821 Souter Dr","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.803166,-86.029596,NA,NA,6446,0.148,"",NA,NA,NA,"",NA,NA,65200,NA,NA,NA,NA,2016-03-03,39996,"","",NA,NA,NA
"510",75189,75189,151025,1959,NA,3,NA,NA,NA,NA,NA,NA,1044,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3286,"Wellington","","Ave","","","3286 Wellington Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.817174,-86.030255,NA,NA,7187,0.165,"",NA,NA,NA,"",NA,NA,33100,NA,NA,NA,NA,2016-05-04,75900,"","",NA,NA,NA
"512",75192,75192,151028,1960,NA,3,2,0,2,NA,NA,NA,1216,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7909,"35th","E","St","","","7909 E 35th St","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.820236,-86.029371,NA,NA,8320,0.191,"",NA,NA,NA,"",NA,NA,53200,NA,NA,NA,NA,2016-06-11,70000,"","",NA,NA,NA
"517",75197,75197,151033,1959,NA,3,1,0,1,NA,NA,NA,1073,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8120,"Shibler","","Dr","","","8120 Shibler Dr","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.808149,-86.024414,NA,NA,8015,0.184,"",NA,NA,NA,"",NA,NA,49100,NA,NA,NA,NA,2016-01-14,33000,"","",NA,NA,NA
"521",75201,75201,151037,1960,NA,3,2.5,1,2,NA,NA,NA,1760,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8033,"Wysong","","Dr","","","8033 Wysong Dr","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.802411,-86.025338,NA,NA,9626,0.221,"",NA,NA,NA,"",NA,NA,76100,NA,NA,NA,NA,2016-01-14,63000,"","",NA,NA,NA
"526",75329,75329,151173,1950,NA,2,1,0,1,NA,NA,NA,725,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2350,"Legrande","E","Ave","","","2350 E Legrande Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.739247,-86.121537,NA,NA,6970,0.16,"",NA,NA,NA,"",NA,NA,26600,NA,NA,NA,NA,2016-07-18,25000,"","",NA,NA,NA
"527",75330,75330,151174,1940,NA,2,1,0,1,NA,NA,NA,960,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1731,"Southern","E","Ave","","","1731 E Southern Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.730123,-86.129152,NA,NA,4748,0.109,"",NA,NA,NA,"",NA,NA,35200,NA,NA,NA,NA,2016-01-06,21200,"","",NA,NA,NA
"528",75331,75331,151175,1950,NA,3,NA,NA,NA,NA,NA,NA,904,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2224,"Villa","","Ave","","","2224 Villa Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.737054,-86.125622,NA,NA,5619,0.129,"",NA,NA,NA,"",NA,NA,30200,NA,NA,NA,NA,2016-04-13,24000,"","",NA,NA,NA
"530",75333,75333,151177,1928,NA,2,1,0,1,NA,NA,NA,1574,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1764,"Tabor","E","St","","","1764 E Tabor St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.737115,-86.128008,NA,NA,4356,0.1,"",NA,NA,NA,"",NA,NA,50800,NA,NA,NA,NA,2016-05-31,30000,"","",NA,NA,NA
"531",75334,75334,151178,1952,NA,2,1,0,1,NA,NA,NA,1440,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1702,"Kelly","E","St","","","1702 E Kelly St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.73624,-86.13019,NA,NA,6229,0.143,"",NA,NA,NA,"",NA,NA,37100,NA,NA,NA,NA,2016-03-30,25901,"","",NA,NA,NA
"533",75336,75336,151180,1954,NA,4,1,0,1,NA,NA,NA,1232,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2521,"Randolph","S","St","","","2521 S Randolph St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.732139,-86.126124,NA,NA,5619,0.129,"",NA,NA,NA,"",NA,NA,41400,NA,NA,NA,NA,2016-05-26,30500,"","",NA,NA,NA
"538",75341,75341,151185,1960,NA,3,1,0,1,NA,NA,NA,920,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2514,"Saint Paul","","St","","","2514 Saint Paul St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.732371,-86.123047,NA,NA,5619,0.129,"",NA,NA,NA,"",NA,NA,33200,NA,NA,NA,NA,2016-08-12,53000,"","",NA,NA,NA
"541",75344,75344,151188,1950,NA,2,1,0,1,NA,NA,NA,828,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2228,"Saint Paul","","St","","","2228 Saint Paul St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.736866,-86.123096,NA,NA,5009,0.115,"",NA,NA,NA,"",NA,NA,28300,NA,NA,NA,NA,2016-03-06,49000,"","",NA,NA,NA
"543",75346,75346,151190,1950,NA,3,2,0,2,NA,NA,NA,1308,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2325,"Saint Paul","","St","","","2325 Saint Paul St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.735359,-86.122542,NA,NA,5227,0.12,"",NA,NA,NA,"",NA,NA,57100,NA,NA,NA,NA,2016-05-31,66000,"","",NA,NA,NA
"547",77944,77944,153922,1900,11,3,3,0,3,2,NA,1,3192,896,440,NA,NA,"Central","","Single Family",NA,"Average","Wood",1,"Steel",NA,NA,"Detached","Warm Air",NA,NA,"Detached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","Type Unknown","Type Unknown",224,"Dorman","","St","","","224 Dorman St","Indianapolis","IN",46202,"","Residential","Single Family Residence / Townhouse","49-10-06-109-001.000-101",39.770251,-86.13933,90,30,2701,0.062,"15",6,NA,NA,"",20200,135400,155600,NA,1690,2015,NA,2016-04-15,257500,"Grant Deed","WALSH KRISTI L A",NA,NA,NA
"557",77954,77954,153932,1905,NA,3,1.5,1,1,NA,NA,NA,2486,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1417,"Vermont","E","St","","","1417 E Vermont St","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.772073,-86.134603,NA,NA,5793,0.133,"",NA,NA,NA,"",NA,NA,153200,NA,NA,NA,NA,2016-06-03,394900,"","",NA,NA,NA
"558",77955,77955,153933,1910,NA,5,2,0,2,NA,NA,NA,2844,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1318,"New York","E","St","","","1318 E New York St","Indianapolis","IN",46202,"","Residential","SingleFamily","",39.77162,-86.1356,NA,NA,4791,0.11,"",NA,NA,NA,"",NA,NA,102500,NA,NA,NA,NA,2016-07-18,140000,"","",NA,NA,NA
"559",77956,77956,153934,1900,NA,2,3,0,3,NA,NA,NA,1700,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",653,"Arch","E","St","","","653 E Arch St","Indianapolis","IN",46202,"","Residential","SingleFamily","",39.778076,-86.145963,NA,NA,1612,0.037,"",NA,NA,NA,"",NA,NA,200800,NA,NA,NA,NA,2016-07-01,380000,"","",NA,NA,NA
"587",78316,78316,154322,1925,NA,3,1,0,1,NA,NA,NA,2112,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2911,"62nd","W","St","","","2911 W 62nd St","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.867523,-86.210758,NA,NA,32670,0.75,"",NA,NA,NA,"",NA,NA,107400,NA,NA,NA,NA,2016-05-20,70000,"","",NA,NA,NA
"594",81522,81522,157661,1944,NA,3,1,0,1,NA,NA,NA,1440,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4605,"Farrington","","Ave","","","4605 Farrington Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.765515,-86.091021,NA,NA,5662,0.13,"",NA,NA,NA,"",NA,NA,40700,NA,NA,NA,NA,2016-02-18,59900,"","",NA,NA,NA
"606",81534,81534,157673,1906,NA,2,1,0,1,NA,NA,NA,1200,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",50,"Grant","N","Ave","","","50 N Grant Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.770949,-86.097722,NA,NA,5401,0.124,"",NA,NA,NA,"",NA,NA,35000,NA,NA,NA,NA,2016-07-15,62000,"","",NA,NA,NA
"609",81537,81537,157676,1937,NA,2,1,0,1,NA,NA,NA,1542,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4560,"Stratford","","Ave","","","4560 Stratford Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.763361,-86.092847,NA,NA,6664,0.153,"",NA,NA,NA,"",NA,NA,66200,NA,NA,NA,NA,2016-04-22,78500,"","",NA,NA,NA
"623",87289,87289,163701,1916,NA,2,2,0,2,NA,NA,NA,2336,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",127,"State","S","Ave","","","127 S State Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.764398,-86.130272,NA,NA,4617,0.106,"",NA,NA,NA,"",NA,NA,48300,NA,NA,NA,NA,2016-04-15,55000,"","",NA,NA,NA
"631",87297,87297,163709,1900,NA,3,1,0,1,NA,NA,NA,1302,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",305,"State","N","Ave","","","305 N State Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.770677,-86.130308,NA,NA,1742,0.04,"",NA,NA,NA,"",NA,NA,23100,NA,NA,NA,NA,2016-04-07,55000,"","",NA,NA,NA
"632",87298,87298,163710,1900,NA,3,2,0,2,NA,NA,NA,1772,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",537,"Jefferson","","Ave","","","537 Jefferson Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.775689,-86.12338,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,58300,NA,NA,NA,NA,2016-08-19,140000,"","",NA,NA,NA
"637",87359,87359,163771,1900,NA,3,1,0,1,NA,NA,NA,960,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2319,"Hoyt","","Ave","","","2319 Hoyt Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.757237,-86.122914,NA,NA,3703,0.085,"",NA,NA,NA,"",NA,NA,38500,NA,NA,NA,NA,2016-08-12,55000,"","",NA,NA,NA
"642",87364,87364,163776,1880,NA,3,1.5,1,1,NA,NA,NA,1756,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1447,"Hoyt","","Ave","","","1447 Hoyt Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.756724,-86.134317,NA,NA,3746,0.086,"",NA,NA,NA,"",NA,NA,49600,NA,NA,NA,NA,2016-03-14,124900,"","",NA,NA,NA
"651",87373,87373,163785,1910,NA,2,1,0,1,NA,NA,NA,900,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1921,"Fletcher","","Ave","","","1921 Fletcher Ave","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.75768,-86.127713,NA,NA,5227,0.12,"",NA,NA,NA,"",NA,NA,46700,NA,NA,NA,NA,2016-07-15,62900,"","",NA,NA,NA
"662",87403,87403,163827,1973,NA,3,2,0,2,NA,NA,NA,1455,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7525,"Tinsel","","Ave","","","7525 Tinsel Ave","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.657145,-86.098121,NA,NA,10018,0.23,"",NA,NA,NA,"",NA,NA,116100,NA,NA,NA,NA,2016-07-18,105000,"","",NA,NA,NA
"672",87413,87413,163837,1976,NA,4,3,0,3,NA,NA,NA,1846,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3315,"Ivory","","Way","","","3315 Ivory Way","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.654247,-86.108716,NA,NA,10236,0.235,"",NA,NA,NA,"",NA,NA,131000,NA,NA,NA,NA,2016-08-05,85000,"","",NA,NA,NA
"682",88618,88618,165094,1999,NA,4,3,0,3,NA,NA,NA,1872,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",12203,"Bearsdale","","Dr","","","12203 Bearsdale Dr","Indianapolis","IN",46235,"","Residential","SingleFamily","",39.873427,-85.949134,NA,NA,5227,0.12,"",NA,NA,NA,"",NA,NA,127300,NA,NA,NA,NA,2016-04-04,124900,"","",NA,NA,NA
"684",88620,88620,165096,2002,NA,3,2,0,2,NA,NA,NA,1404,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",11845,"Center","","St","","","11845 Center St","Indianapolis","IN",46236,"","Residential","SingleFamily","",39.874022,-85.955917,NA,NA,4879,0.112,"",NA,NA,NA,"",NA,NA,134400,NA,NA,NA,NA,2016-04-01,90000,"","",NA,NA,NA
"687",88623,88623,165099,1979,NA,3,1.5,1,1,NA,NA,NA,1232,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4435,"Aristocrat","","Ln","","","4435 Aristocrat Ln","Indianapolis","IN",46235,"","Residential","SingleFamily","",39.838163,-85.987866,NA,NA,10193,0.234,"",NA,NA,NA,"",NA,NA,74700,NA,NA,NA,NA,2016-06-07,78900,"","",NA,NA,NA
"691",88627,88627,165103,1996,NA,3,2,0,2,1,NA,1,1319,NA,399,NA,NA,"Central","","Single Family",NA,"Average","Wood",NA,"",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"","","","",10741,"Sedgegrass","","Dr","","","10741 Sedgegrass Dr","Indianapolis","IN",46235,"","Residential","Single Family Residence / Townhouse","49-08-04-101-043.000-407",39.857066,-85.976923,NA,NA,6490,0.149,"16",4,NA,NA,"",17400,71600,89000,NA,677,2015,NA,2016-01-11,105000,"","",NA,NA,NA
"699",88635,88635,165111,1987,NA,4,2.5,1,2,NA,NA,NA,1644,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3031,"Cherry Lake","","Rd","","","3031 Cherry Lake Rd","Indianapolis","IN",46235,"","Residential","SingleFamily","",39.812706,-85.963984,NA,NA,9801,0.225,"",NA,NA,NA,"",NA,NA,87200,NA,NA,NA,NA,2016-06-30,109000,"","",NA,NA,NA
"708",91540,91540,168140,1974,NA,3,2,0,2,NA,NA,NA,1520,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5459,"Antoneli","","Ln","","","5459 Antoneli Ln","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.687006,-86.06502,NA,NA,13939,0.32,"",NA,NA,NA,"",NA,NA,99100,NA,NA,NA,NA,2016-07-12,118000,"","",NA,NA,NA
"715",91547,91547,168147,1989,NA,3,1,0,1,NA,NA,NA,1340,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5948,"Timber Lake","","Way","","","5948 Timber Lake Way","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.689977,-86.064724,NA,NA,8232,0.189,"",NA,NA,NA,"",NA,NA,100300,NA,NA,NA,NA,2016-08-01,125000,"","",NA,NA,NA
"722",91554,91554,168154,1995,NA,3,3,0,3,NA,NA,NA,1740,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5931,"Buck Rill","","Dr","","","5931 Buck Rill Dr","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.684835,-86.064628,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,108600,NA,NA,NA,NA,2016-08-18,125000,"","",NA,NA,NA
"724",91556,91556,168156,2002,NA,3,3,0,3,NA,NA,NA,1866,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5024,"Thompson Park","","Blvd","","","5024 Thompson Park Blvd","Indianapolis","IN",46237,"","Residential","SingleFamily","",39.694492,-86.056571,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,122700,NA,NA,NA,NA,2016-08-22,136000,"","",NA,NA,NA
"735",93857,93857,170519,1965,NA,3,2,0,2,NA,NA,NA,1739,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6058,"Melbourne","","Rd","","","6058 Melbourne Rd","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.86475,-86.220421,NA,NA,14984,0.344,"",NA,NA,NA,"",NA,NA,113900,NA,NA,NA,NA,2016-07-15,104500,"","",NA,NA,NA
"739",93861,93861,170523,1982,NA,3,1.5,1,1,NA,NA,NA,1368,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7017,"Cross Key","","Dr","","","7017 Cross Key Dr","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.881059,-86.248391,NA,NA,15942,0.366,"",NA,NA,NA,"",NA,NA,105300,NA,NA,NA,NA,2016-08-26,122000,"","",NA,NA,NA
"741",93863,93863,170525,1984,NA,3,2,0,2,NA,NA,NA,1200,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5735,"Echo","","Way","","","5735 Echo Way","Indianapolis","IN",46278,"","Residential","SingleFamily","",39.871833,-86.261971,NA,NA,14810,0.34,"",NA,NA,NA,"",NA,NA,93300,NA,NA,NA,NA,2016-05-27,102900,"","",NA,NA,NA
"746",93868,93868,170530,1991,NA,3,2,0,2,NA,NA,NA,1507,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5352,"Old Barn","","Dr","","","5352 Old Barn Dr","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.867687,-86.254253,NA,NA,12196,0.28,"",NA,NA,NA,"",NA,NA,128100,NA,NA,NA,NA,2016-05-18,134900,"","",NA,NA,NA
"752",93874,93874,170536,1985,NA,3,2,0,2,NA,NA,NA,1612,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6815,"Middleton","","Ct","","","6815 Middleton Ct","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.878486,-86.249445,NA,NA,NA,0,"",NA,NA,NA,"",NA,NA,109100,NA,NA,NA,NA,2016-08-29,119000,"","",NA,NA,NA
"756",96449,96449,173181,1949,NA,3,2,0,2,NA,NA,NA,1488,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3201,"Tacoma","N","Ave","","","3201 N Tacoma Ave","Indianapolis","IN",46218,"","Residential","SingleFamily","",39.814574,-86.120063,NA,NA,7187,0.165,"",NA,NA,NA,"",NA,NA,30800,NA,NA,NA,NA,2016-05-06,45000,"","",NA,NA,NA
"758",96451,96451,173183,1924,NA,3,2,0,2,NA,NA,NA,2856,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3906,"Tacoma","N","Ave","","","3906 N Tacoma Ave","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.82732,-86.120738,NA,NA,6403,0.147,"",NA,NA,NA,"",NA,NA,54900,NA,NA,NA,NA,2016-07-05,29000,"","",NA,NA,NA
"769",98396,98396,175191,1943,NA,3,2,0,2,NA,NA,NA,1480,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6556,"Walton","","St","","","6556 Walton St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.763473,-86.278499,NA,NA,19602,0.45,"",NA,NA,NA,"",NA,NA,95400,NA,NA,NA,NA,2016-08-26,114900,"","",NA,NA,NA
"772",98399,98399,175194,1940,NA,4,2,0,2,NA,NA,NA,2202,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6408,"Jackson","","St","","","6408 Jackson St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.762273,-86.273683,NA,NA,21344,0.49,"",NA,NA,NA,"",NA,NA,109400,NA,NA,NA,NA,2016-06-26,121000,"","",NA,NA,NA
