"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"2775",272232,272232,356115,1925,NA,0,NA,NA,NA,NA,NA,NA,2968,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3453,"Devonshire","","Rd","","","3453 Devonshire Rd","Detroit","MI",48224,"","Residential","MultiFamily2To4","",42.390782,-82.935063,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,2016-06-01,27000,"","",NA,NA,NA
"2776",272233,272233,356116,1929,NA,NA,2,0,2,NA,NA,NA,1635,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5105,"Grayton","","St","","","5105 Grayton St","Detroit","MI",48224,"","Residential","MultiFamily2To4","",42.406581,-82.93325,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,NA,2016-04-07,27000,"","",NA,NA,NA
"2777",272234,272234,356117,1940,NA,4,3,0,3,NA,NA,NA,1800,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5521,"Radnor","","St","","","5521 Radnor St","Detroit","MI",48224,"","Residential","MultiFamily2To4","",42.413712,-82.921153,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,2016-01-07,30000,"","",NA,NA,NA
"2787",272295,272295,356180,1946,NA,3,2,0,2,1.25,NA,1,885,811,280,"","Brick","","","Single Family",NA,NA,NA,1,"1 Opening","",NA,"Detached","Forced Air",NA,NA,"Detached Garage",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,13995,"Rutherford","","St","","","13995 Rutherford St","Detroit","MI",48227,"","Residential","Single Family Residence / Townhouse","22056579.",42.38835,-83.20373,106,40,4356,0.1,NA,NA,NA,NA,NA,0,0,14400,NA,1056,2015,NA,2016-06-09,8000,"","",NA,NA,NA
"2791",282379,282379,366566,1950,NA,4,2,0,2,NA,NA,NA,1692,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,13319,"Longview","","St","","","13319 Longview St","Detroit","MI",48213,"","Residential","SingleFamily","",42.409698,-82.973739,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,29600,NA,NA,NA,NA,2016-04-26,28000,"","",NA,NA,NA
"2792",282380,282380,366567,1947,NA,3,1,0,1,NA,NA,NA,1445,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14221,"Longview","","St","","","14221 Longview St","Detroit","MI",48213,"","Residential","SingleFamily","",42.410651,-82.971003,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,31800,NA,NA,NA,NA,2016-03-22,29500,"","",NA,NA,NA
"2797",291195,291195,375730,1940,NA,3,1,0,1,NA,NA,NA,1441,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15013,"Coyle","","St","","","15013 Coyle St","Detroit","MI",48227,"","Residential","SingleFamily","",42.399727,-83.194001,NA,NA,8276,0.19,NA,NA,NA,NA,NA,NA,NA,24200,NA,NA,NA,NA,2016-03-01,24000,"","",NA,NA,NA
"2798",291196,291196,375731,1937,NA,3,1,0,1,NA,NA,NA,811,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15460,"Marlowe","","St","","","15460 Marlowe St","Detroit","MI",48227,"","Residential","SingleFamily","",42.404506,-83.189727,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,30800,NA,NA,NA,NA,2016-01-13,16900,"","",NA,NA,NA
"2800",292424,292424,377033,1927,NA,5,2,0,2,1.75,NA,1,1508,1000,NA,"","Brick","","","Single Family",NA,NA,NA,1,"1 Opening","",NA,"","Forced Air Not Ducted",NA,NA,"",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,14361,"St Marys","","St","","","14361 St Marys St","Detroit","MI",48227,"","Residential","Single Family Residence / Townhouse","22059152.",42.39261,-83.20616,123,41,5227,0.12,NA,NA,NA,NA,NA,0,0,18200,NA,1842,2015,NA,2016-03-31,3000,"","",NA,NA,NA
"2801",292425,292425,377034,1951,NA,3,1,0,1,1,NA,1,857,857,NA,"","Brick","","","Single Family",NA,NA,NA,NA,"","",NA,"","Forced Air Not Ducted",NA,NA,"",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,16159,"Marlowe","","St","","","16159 Marlowe St","Detroit","MI",48235,"","Residential","Single Family Residence / Townhouse","22041198.",42.4099,-83.19068,137,40,5663,0.13,NA,NA,NA,NA,NA,0,0,12600,NA,1349,2015,NA,2016-04-08,8500,"","",NA,NA,NA
"2804",292434,292434,377043,1951,NA,2,1,0,1,NA,NA,NA,839,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17322,"Greenfield","","Rd","","","17322 Greenfield Rd","Detroit","MI",48235,"","Residential","SingleFamily","",42.418182,-83.198911,NA,NA,2613,0.06,NA,NA,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,2016-03-10,17000,"","",NA,NA,NA
"2806",292437,292437,377046,1963,NA,4,2,0,2,NA,NA,NA,1550,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3430,"Bedford","","St","","","3430 Bedford St","Detroit","MI",48224,"","Residential","SingleFamily","",42.391033,-82.933303,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,26600,NA,NA,NA,NA,2016-05-10,30000,"","",NA,NA,NA
"2807",292438,292438,377047,1924,NA,NA,1,0,1,NA,NA,NA,1456,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3484,"Devonshire","","Rd","","","3484 Devonshire Rd","Detroit","MI",48224,"","Residential","SingleFamily","",42.39139,-82.934739,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,30400,NA,NA,NA,NA,2016-02-09,26000,"","",NA,NA,NA
"2808",292439,292439,377048,1946,NA,3,1,0,1,NA,NA,NA,1369,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3643,"Somerset","","Ave","","","3643 Somerset Ave","Detroit","MI",48224,"","Residential","SingleFamily","",42.390163,-82.941925,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,NA,2016-05-23,12000,"","",NA,NA,NA
"2810",292441,292441,377050,1926,NA,3,2,0,2,NA,NA,NA,1458,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3469,"Devonshire","","Rd","","","3469 Devonshire Rd","Detroit","MI",48224,"","Residential","SingleFamily","",42.390979,-82.935194,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,35400,NA,NA,NA,NA,2016-08-30,19000,"","",NA,NA,NA
"2819",292489,292489,377108,1940,NA,3,2,0,2,NA,NA,NA,1242,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,10918,"Worden","","St","","","10918 Worden St","Detroit","MI",48224,"","Residential","SingleFamily","",42.424237,-82.938676,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,39200,NA,NA,NA,NA,2016-03-18,15000,"","",NA,NA,NA
"2822",292518,292518,377137,1949,NA,4,2,0,2,NA,NA,NA,1435,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14620,"Grandville","","Ave","","","14620 Grandville Ave","Detroit","MI",48223,"","Residential","SingleFamily","",42.395383,-83.23068,NA,NA,7405,0.17,NA,NA,NA,NA,NA,NA,NA,53800,NA,NA,NA,NA,2016-01-05,30000,"","",NA,NA,NA
"2829",292688,292688,377328,1935,NA,3,1.5,1,1,NA,NA,NA,1643,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15806,"Oakfield","","St","","","15806 Oakfield St","Detroit","MI",48227,"","Residential","SingleFamily","",42.406803,-83.214035,NA,NA,9583,0.22,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,NA,2016-09-29,30000,"","",NA,NA,NA
"2844",292859,292859,377500,1942,NA,3,1,0,1,NA,NA,NA,886,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17358,"Prest","","St","","","17358 Prest St","Detroit","MI",48235,"","Residential","SingleFamily","",42.41875,-83.197792,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,NA,NA,2016-02-08,43000,"","",NA,NA,NA
"2857",293432,293432,378088,1936,NA,3,1.5,1,1,NA,NA,NA,1512,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18630,"Greenlawn","","St","","","18630 Greenlawn St","Detroit","MI",48221,"","Residential","SingleFamily","",42.428333,-83.151253,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,55800,NA,NA,NA,NA,2016-09-15,24000,"","",NA,NA,NA
"2859",295907,295907,380653,1957,NA,3,3,0,3,NA,NA,NA,873,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1877,"Bassett","S","St","","","1877 S Bassett St","Detroit","MI",48217,"","Residential","SingleFamily","",42.271568,-83.147293,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,NA,2016-03-16,34000,"","",NA,NA,NA
"2861",295986,295986,380732,1942,NA,2,3,0,3,NA,NA,NA,1746,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,10845,"Nottingham","","Rd","","","10845 Nottingham Rd","Detroit","MI",48224,"","Residential","SingleFamily","",42.420256,-82.947663,NA,NA,3703,0.085,NA,NA,NA,NA,NA,NA,NA,21400,NA,NA,NA,NA,2016-02-16,18000,"","",NA,NA,NA
"2862",295987,295987,380733,1940,NA,3,2,0,2,1.25,NA,1,955,894,352,"","Brick","Central","","Single Family",NA,NA,NA,1,"1 Opening","",NA,"Detached","Forced Air",NA,NA,"Detached Garage",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,11175,"Rossiter","","St","","","11175 Rossiter St","Detroit","MI",48224,"","Residential","Single Family Residence / Townhouse","21058744.",42.42066,-82.95292,129,40,5227,0.12,NA,NA,NA,NA,NA,0,0,16600,NA,1701,2015,NA,2016-09-30,24000,"","",NA,NA,NA
"2864",296587,296587,381352,1943,NA,3,2,0,2,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16112,"Carlisle","","St","","","16112 Carlisle St","Detroit","MI",48205,"","Residential","SingleFamily","",42.448951,-82.953849,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,2016-04-15,28500,"","",NA,NA,NA
"2866",296670,296670,381440,1932,NA,4,2.5,1,2,NA,NA,NA,2294,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17199,"San Juan","","Dr","","","17199 San Juan Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.418582,-83.146583,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,2016-07-26,49000,"","",NA,NA,NA
"2869",296729,296729,381500,1956,NA,4,2,0,2,NA,NA,NA,1450,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20180,"Houghton","","St","","","20180 Houghton St","Detroit","MI",48219,"","Residential","SingleFamily","",42.440487,-83.260612,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,37600,NA,NA,NA,NA,2016-02-02,75000,"","",NA,NA,NA
"2870",296730,296730,381501,1950,NA,NA,1,0,1,NA,NA,NA,716,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20282,"Lahser","","Rd","","","20282 Lahser Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.44104,-83.25827,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,34600,NA,NA,NA,NA,2016-01-14,42900,"","",NA,NA,NA
"2872",296875,296875,381654,1925,NA,2,1,0,1,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2463,"Ford","","St","","","2463 Ford St","Detroit","MI",48238,"","Residential","SingleFamily","",42.396461,-83.122093,NA,NA,3484,0.08,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,NA,2016-03-08,28500,"","",NA,NA,NA
"2875",296909,296909,381689,1925,NA,2,1,0,1,NA,NA,NA,768,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2987,"Annabelle","S","St","","","2987 S Annabelle St","Detroit","MI",48217,"","Residential","SingleFamily","",42.265265,-83.15802,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,15800,NA,NA,NA,NA,2016-01-25,18000,"","",NA,NA,NA
"2877",296911,296911,381693,1957,NA,NA,1,0,1,NA,NA,NA,1146,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2257,"Ethel","S","St","","","2257 S Ethel St","Detroit","MI",48217,"","Residential","SingleFamily","",42.269042,-83.150749,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,38800,NA,NA,NA,NA,2016-04-29,18000,"","",NA,NA,NA
"2878",297026,297026,381827,1945,NA,3,1,0,1,NA,NA,NA,692,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7280,"Vaughan","","St","","","7280 Vaughan St","Detroit","MI",48228,"","Residential","SingleFamily","",42.344371,-83.236236,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,24600,NA,NA,NA,NA,2016-04-22,20500,"","",NA,NA,NA
"2880",297501,297501,382342,1937,NA,3,1,0,1,NA,NA,NA,1480,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19220,"Cliff","","St","","","19220 Cliff St","Detroit","MI",48234,"","Residential","SingleFamily","",42.435676,-83.028137,NA,NA,10454,0.24,NA,NA,NA,NA,NA,NA,NA,22400,NA,NA,NA,NA,2016-02-05,48800,"","",NA,NA,NA
"2883",300339,300339,385317,1942,NA,3,1,0,1,NA,NA,NA,1000,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7441,"Grandville","","Ave","","","7441 Grandville Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.346637,-83.229667,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,2016-03-10,27000,"","",NA,NA,NA
"2887",302019,302019,387054,1973,NA,4,2,0,2,NA,NA,NA,1410,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,9114,"Ward","","St","","","9114 Ward St","Detroit","MI",48228,"","Residential","SingleFamily","",42.361217,-83.172248,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,2016-02-02,31000,"","",NA,NA,NA
"2891",302303,302303,387348,1964,NA,3,1.5,1,1,NA,NA,NA,1552,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19244,"Mcintyre","","St","","","19244 Mcintyre St","Detroit","MI",48219,"","Residential","SingleFamily","",42.431259,-83.262742,NA,NA,8712,0.2,NA,NA,NA,NA,NA,NA,NA,74000,NA,NA,NA,NA,2016-04-25,95000,"","",NA,NA,NA
"2895",306942,306942,392170,1942,NA,2,1,0,1,NA,NA,NA,859,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,9962,"Whitcomb","","St","","","9962 Whitcomb St","Detroit","MI",48227,"","Residential","SingleFamily","",42.368846,-83.194791,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,2016-02-17,20154,"","",NA,NA,NA
"2896",306943,306943,392171,1941,NA,3,1.5,1,1,NA,NA,NA,810,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11729,"Montrose","","St","","","11729 Montrose St","Detroit","MI",48227,"","Residential","SingleFamily","",42.374439,-83.200294,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,NA,2016-04-11,25000,"","",NA,NA,NA
"2897",306944,306944,392172,1938,NA,3,1,0,1,NA,NA,NA,1382,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11319,"Whitcomb","","St","","","11319 Whitcomb St","Detroit","MI",48227,"","Residential","SingleFamily","",42.37059,-83.195483,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,2016-01-20,44998,"","",NA,NA,NA
"2900",306947,306947,392175,1946,NA,3,1,0,1,NA,NA,NA,793,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,12087,"Marlowe","","St","","","12087 Marlowe St","Detroit","MI",48227,"","Residential","SingleFamily","",42.376235,-83.189186,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,22200,NA,NA,NA,NA,2016-03-02,52000,"","",NA,NA,NA
"2904",307645,307645,392915,1946,NA,3,1,0,1,NA,NA,NA,1035,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19966,"Sorrento","","St","","","19966 Sorrento St","Detroit","MI",48235,"","Residential","SingleFamily","",42.439426,-83.173858,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,2016-02-11,16325,"","",NA,NA,NA
"2906",307647,307647,392917,NA,NA,2,1,0,1,NA,NA,NA,802,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20450,"Sorrento","","St","","","20450 Sorrento St","Detroit","MI",48235,"","Residential","SingleFamily","",42.443787,-83.174007,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,2016-03-02,22500,"","",NA,NA,NA
"2909",307963,307963,393255,1955,NA,3,1.5,1,1,NA,NA,NA,770,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11492,"Faust","","Ave","","","11492 Faust Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.371215,-83.221176,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,24600,NA,NA,NA,NA,2016-04-19,58000,"","",NA,NA,NA
"2911",307965,307965,393257,1941,NA,NA,1,0,1,NA,NA,NA,793,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,12000,"Archdale","","St","","","12000 Archdale St","Detroit","MI",48227,"","Residential","SingleFamily","",42.374576,-83.215293,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,NA,2016-03-09,20150,"","",NA,NA,NA
"2912",308519,308519,393823,1936,NA,4,2,0,2,1.5,NA,1,1487,960,NA,"","Brick","","","Single Family",NA,NA,NA,1,"1 Opening","",NA,"","Forced Air",NA,NA,"",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,9937,"Terry","","St","","","9937 Terry St","Detroit","MI",48227,"","Residential","Single Family Residence / Townhouse","22043250.",42.36857,-83.19106,107,40,4356,0.1,NA,NA,NA,NA,NA,0,0,15200,NA,1578,2015,NA,2016-02-01,10500,"","",NA,NA,NA
"2915",312114,312114,397572,1942,NA,3,1.5,1,1,NA,NA,NA,672,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19924,"Rosemont","","Ave","","","19924 Rosemont Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.437824,-83.221786,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,2016-02-10,40000,"","",NA,NA,NA
"2917",312116,312116,397574,1950,NA,3,1,0,1,NA,NA,NA,1178,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20200,"Ashton","","Ave","","","20200 Ashton Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.440898,-83.220726,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,27800,NA,NA,NA,NA,2016-05-11,41998,"","",NA,NA,NA
"2918",312119,312119,397577,1949,NA,2,1,0,1,1,NA,1,732,720,NA,"","Asphalt Siding","","","Single Family",NA,NA,NA,NA,"","",NA,"","Forced Air Not Ducted",NA,NA,"",NA,NA,"Asphalt",NA,NA,"Gas",NA,NA,19730,"Harlow","","Ave","","","19730 Harlow Ave","Detroit","MI",48235,"","Residential","Single Family Residence / Townhouse","22069968.",42.43598,-83.21598,113,35,3920,0.09,NA,NA,NA,NA,NA,0,0,10300,NA,1146,2015,NA,2016-04-29,25000,"","",NA,NA,NA
"2921",313699,313699,399276,1930,NA,2,1,0,1,NA,NA,NA,2230,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5540,"Grayton","","St","","","5540 Grayton St","Detroit","MI",48224,"","Residential","MultiFamily2To4","",42.409275,-82.934181,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,46200,NA,NA,NA,NA,2016-01-25,24500,"","",NA,NA,NA
"2922",313700,313700,399277,1924,NA,2,1,0,1,NA,NA,NA,3604,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1350,"Alter","","Rd","","","1350 Alter Rd","Detroit","MI",48215,"","Residential","MultiFamily2To4","",42.378265,-82.94136,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,NA,2016-01-19,22597,"","",NA,NA,NA
"2923",313701,313701,399278,1949,NA,0,2,0,2,NA,NA,NA,2028,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4642,"Bedford","","St","","","4642 Bedford St","Detroit","MI",48224,"","Residential","MultiFamily2To4","",42.399395,-82.938797,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,2016-01-21,24000,"","",NA,NA,NA
"2925",313755,313755,399335,1942,NA,4,1.5,1,1,NA,NA,NA,1394,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4343,"Grayton","","St","","","4343 Grayton St","Detroit","MI",48224,"","Residential","SingleFamily","",42.400932,-82.929489,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,46400,NA,NA,NA,NA,2016-04-07,40000,"","",NA,NA,NA
"2931",313828,313828,399412,1950,NA,3,1,0,1,NA,NA,NA,900,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14034,"Edmore","","Dr","","","14034 Edmore Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.446618,-82.979497,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,NA,2016-02-15,36500,"","",NA,NA,NA
"2932",313829,313829,399413,1948,NA,3,1,0,1,NA,NA,NA,1182,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14002,"Carlisle","","St","","","14002 Carlisle St","Detroit","MI",48205,"","Residential","SingleFamily","",42.448353,-82.98054,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,41200,NA,NA,NA,NA,2016-02-09,31000,"","",NA,NA,NA
"2941",314770,314770,400377,1955,NA,3,1,0,1,NA,NA,NA,1047,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,24435,"Florence","","St","","","24435 Florence St","Detroit","MI",48219,"","Residential","SingleFamily","",42.409204,-83.281651,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,2016-02-19,63900,"","",NA,NA,NA
"2942",314774,314774,400381,1951,NA,3,1,0,1,NA,NA,NA,1234,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16889,"Riverdale","W","Dr","","","16889 W Riverdale Dr","Detroit","MI",48219,"","Residential","SingleFamily","",42.412548,-83.273048,NA,NA,12196,0.28,NA,NA,NA,NA,NA,NA,NA,25800,NA,NA,NA,NA,2016-02-25,33000,"","",NA,NA,NA
"2947",314802,314802,400410,1940,NA,4,2,0,2,NA,NA,NA,1560,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15309,"Seymour","","St","","","15309 Seymour St","Detroit","MI",48205,"","Residential","SingleFamily","",42.427459,-82.962913,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,37000,NA,NA,NA,NA,2016-01-14,28000,"","",NA,NA,NA
"2949",314804,314804,400412,1940,NA,NA,1,0,1,NA,NA,NA,732,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15655,"Fordham","","St","","","15655 Fordham St","Detroit","MI",48205,"","Residential","SingleFamily","",42.434947,-82.958717,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA,NA,2016-03-03,49000,"","",NA,NA,NA
