"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"2952",314956,314956,400574,1927,NA,6,2,0,2,NA,NA,NA,2750,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2705,"Leslie","","St","","","2705 Leslie St","Detroit","MI",48238,"","Residential","SingleFamily","",42.388451,-83.121264,NA,NA,4269,0.098,NA,NA,NA,NA,NA,NA,NA,15600,NA,NA,NA,NA,2016-02-12,63500,"","",NA,NA,NA
"2953",314957,314957,400575,1924,NA,3,1,0,1,NA,NA,NA,2458,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2256,"Clements","","St","","","2256 Clements St","Detroit","MI",48238,"","Residential","SingleFamily","",42.395885,-83.117721,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,23800,NA,NA,NA,NA,2016-04-26,18700,"","",NA,NA,NA
"2954",315848,315848,401512,NA,NA,NA,0,0,0,0,4,2,5289,NA,NA,"","","","","Store",NA,NA,NA,NA,"","Concrete",NA,"","Package",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4703,"Warren","W","Ave","","","4703 W Warren Ave","Detroit","MI",48210,"","Commercial","Commercial","16001844-6",42.344379,-83.116457,100,80,7841,0.18,NA,NA,NA,NA,NA,0,0,35300,NA,4672,2015,NA,2016-03-02,20000,"Quit Claim","HARRIS CHARLES",NA,NA,NA
"2957",318896,318896,404646,1920,NA,NA,1,0,1,NA,NA,NA,764,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2900,"Jefferson","E","Ave","#","31","2900 E Jefferson Ave # 31","Detroit","MI",48207,"","Residential","Condominium","",42.339522,-83.019549,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,54400,NA,NA,NA,NA,2016-03-30,120000,"","",NA,NA,NA
"2959",318898,318898,404648,NA,NA,NA,2,0,2,NA,NA,NA,2840,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2944,"Prince Hall","","Dr","","","2944 Prince Hall Dr","Detroit","MI",48207,"","Residential","Condominium","",42.347957,-83.024385,NA,NA,2091,0.048,NA,NA,NA,NA,NA,NA,NA,83400,NA,NA,NA,NA,2016-01-07,106500,"","",NA,NA,NA
"2960",318899,318899,404649,1996,NA,NA,3,0,3,NA,NA,NA,1676,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1826,"Estates","","Dr","","","1826 Estates Dr","Detroit","MI",48206,"","Residential","Condominium","",42.36951,-83.092796,NA,NA,12733,0.2923,NA,NA,NA,NA,NA,NA,NA,123600,NA,NA,NA,NA,2016-02-17,70314,"","",NA,NA,NA
"2961",318900,318900,404651,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,8200,"Jefferson","E","Ave","#","77711","8200 E Jefferson Ave # 77711","Detroit","MI",48214,"","Residential","Condominium","",42.351776,-82.991844,NA,NA,392,0.009,NA,NA,NA,NA,NA,NA,NA,29600,NA,NA,NA,NA,2016-01-25,48000,"","",NA,NA,NA
"2962",318901,318901,404653,1920,NA,NA,1,0,1,NA,NA,NA,764,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2900,"Jefferson","E","Ave","#","25","2900 E Jefferson Ave # 25","Detroit","MI",48207,"","Residential","Condominium","",42.339522,-83.019549,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,54400,NA,NA,NA,NA,2016-02-24,115000,"","",NA,NA,NA
"2963",318902,318902,404654,1966,NA,NA,3,0,3,NA,NA,NA,816,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,8200,"Jefferson","E","Ave","Apt","105","8200 E Jefferson Ave APT 105","Detroit","MI",48214,"","Residential","Condominium","",42.351776,-82.991844,NA,NA,392,0.009,NA,NA,NA,NA,NA,NA,NA,22600,NA,NA,NA,NA,2016-04-08,46800,"","",NA,NA,NA
"2964",318903,318903,404655,NA,NA,NA,2,0,2,NA,NA,NA,1830,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1952,"Campau Farms","","Cir","#","951","1952 Campau Farms Cir # 951","Detroit","MI",48207,"","Residential","Condominium","",42.347595,-83.023185,NA,NA,1655,0.038,NA,NA,NA,NA,NA,NA,NA,13600,NA,NA,NA,NA,2016-02-01,120000,"","",NA,NA,NA
"2965",318904,318904,404656,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,3320,"Spinnaker","","Ln","#","34","3320 Spinnaker Ln # 34","Detroit","MI",48207,"","Residential","Condominium","",42.34061,-83.013133,NA,NA,871,0.02,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,2016-03-30,74250,"","",NA,NA,NA
"2972",323921,323921,409843,1947,NA,3,1,0,1,NA,NA,NA,825,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6159,"Lodewyck","","St","","","6159 Lodewyck St","Detroit","MI",48224,"","Residential","SingleFamily","",42.418399,-82.926506,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,15400,NA,NA,NA,NA,2016-04-26,30000,"","",NA,NA,NA
"2975",323924,323924,409846,1938,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17836,"Chandler Park","","Dr","","","17836 Chandler Park Dr","Detroit","MI",48224,"","Residential","SingleFamily","",42.414085,-82.923515,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,22600,NA,NA,NA,NA,2016-02-05,20000,"","",NA,NA,NA
"2981",323930,323930,409852,1946,NA,3,1,0,1,NA,NA,NA,1050,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6190,"Lodewyck","","St","","","6190 Lodewyck St","Detroit","MI",48224,"","Residential","SingleFamily","",42.41901,-82.926231,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,21600,NA,NA,NA,NA,2016-01-19,20000,"","",NA,NA,NA
"2982",323931,323931,409853,1947,NA,3,1,0,1,NA,NA,NA,1116,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6165,"Lodewyck","","St","","","6165 Lodewyck St","Detroit","MI",48224,"","Residential","SingleFamily","",42.418705,-82.926025,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,30800,NA,NA,NA,NA,2016-04-26,30000,"","",NA,NA,NA
"2988",331720,331720,417920,1910,NA,NA,1,0,1,NA,NA,NA,2196,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,850,"Longfellow","","St","","","850 Longfellow St","Detroit","MI",48202,"","Residential","SingleFamily","",42.383121,-83.090611,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,39400,NA,NA,NA,NA,2016-03-04,90000,"","",NA,NA,NA
"2991",331723,331723,417923,1910,NA,NA,2,0,2,NA,NA,NA,1810,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,818,"Edison","","St","","","818 Edison St","Detroit","MI",48202,"","Residential","SingleFamily","",42.38246,-83.089486,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,38200,NA,NA,NA,NA,2016-02-18,115000,"","",NA,NA,NA
"2993",331725,331725,417925,1922,NA,5,3.5,1,3,NA,NA,NA,3419,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1937,"Boston","W","Blvd","","","1937 W Boston Blvd","Detroit","MI",48206,"","Residential","SingleFamily","",42.380452,-83.103097,NA,NA,8276,0.19,NA,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,2016-01-06,133000,"","",NA,NA,NA
"2994",331726,331726,417926,1920,NA,5,3.5,1,3,NA,NA,NA,3192,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2020,"Chicago","","Blvd","","","2020 Chicago Blvd","Detroit","MI",48206,"","Residential","SingleFamily","",42.379497,-83.104118,NA,NA,8276,0.19,NA,NA,NA,NA,NA,NA,NA,173600,NA,NA,NA,NA,2016-02-18,149095,"","",NA,NA,NA
"2997",331729,331729,417929,1922,NA,5,5,0,5,NA,NA,NA,3557,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,1990,"Chicago","","Blvd","","","1990 Chicago Blvd","Detroit","MI",48206,"","Residential","SingleFamily","",42.37968,-83.103622,NA,NA,8276,0.19,NA,NA,NA,NA,NA,NA,NA,76800,NA,NA,NA,NA,2016-05-05,105000,"","",NA,NA,NA
"3001",335737,335737,422102,1948,NA,3,1,0,1,NA,NA,NA,1290,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,13821,"Fairmount","","Dr","","","13821 Fairmount Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.444345,-82.982444,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,40400,NA,NA,NA,NA,2016-04-27,16000,"","",NA,NA,NA
"3003",335800,335800,422166,1955,NA,3,2,0,2,NA,NA,NA,1008,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20560,"Conley","","St","","","20560 Conley St","Detroit","MI",48234,"","Residential","SingleFamily","",42.447029,-83.052536,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,31800,NA,NA,NA,NA,2016-05-04,53500,"","",NA,NA,NA
"3004",335801,335801,422167,1955,NA,3,1,0,1,NA,NA,NA,1095,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20541,"Keystone","","St","","","20541 Keystone St","Detroit","MI",48234,"","Residential","SingleFamily","",42.446704,-83.05207,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,NA,2016-02-12,48500,"","",NA,NA,NA
"3008",335951,335951,422320,1948,NA,2,1,0,1,NA,NA,NA,840,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6507,"Stahelin","","Ave","","","6507 Stahelin Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.338947,-83.224403,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,28600,NA,NA,NA,NA,2016-03-21,22000,"","",NA,NA,NA
"3009",335952,335952,422321,1943,NA,NA,1,0,1,NA,NA,NA,698,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6229,"Grandville","","Ave","","","6229 Grandville Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.335022,-83.229256,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,25600,NA,NA,NA,NA,2016-01-21,22000,"","",NA,NA,NA
"3010",335953,335953,422322,1943,NA,3,1,0,1,NA,NA,NA,1050,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6260,"Minock","","St","","","6260 Minock St","Detroit","MI",48228,"","Residential","SingleFamily","",42.335655,-83.230979,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,2016-08-07,27500,"","",NA,NA,NA
"3011",335954,335954,422323,1952,NA,3,1,0,1,NA,NA,NA,1250,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6339,"Piedmont","","St","","","6339 Piedmont St","Detroit","MI",48228,"","Residential","SingleFamily","",42.336588,-83.228127,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,31800,NA,NA,NA,NA,2016-04-15,26500,"","",NA,NA,NA
"3017",336139,336139,422525,1965,NA,3,1.5,1,1,NA,NA,NA,903,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20134,"Northlawn","","St","","","20134 Northlawn St","Detroit","MI",48221,"","Residential","SingleFamily","",42.441627,-83.154205,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,34800,NA,NA,NA,NA,2016-04-19,64720,"","",NA,NA,NA
"3020",340931,340931,427479,1941,NA,3,1,0,1,NA,NA,NA,908,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19624,"Anglin","","St","","","19624 Anglin St","Detroit","MI",48234,"","Residential","SingleFamily","",42.43827,-83.074447,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,21400,NA,NA,NA,NA,2016-01-28,65000,"","",NA,NA,NA
"3021",340932,340932,427480,1949,NA,4,2.5,1,2,NA,NA,NA,910,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19357,"Mackay","","St","","","19357 Mackay St","Detroit","MI",48234,"","Residential","SingleFamily","",42.436214,-83.077123,NA,NA,10890,0.25,NA,NA,NA,NA,NA,NA,NA,36600,NA,NA,NA,NA,2016-03-30,45000,"","",NA,NA,NA
"3024",341798,341798,428387,1951,NA,3,1.5,1,1,NA,NA,NA,824,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19271,"Woodbine","","St","","","19271 Woodbine St","Detroit","MI",48219,"","Residential","SingleFamily","",42.431289,-83.279403,NA,NA,13503,0.31,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA,NA,2016-07-01,45000,"","",NA,NA,NA
"3025",341799,341799,428388,1957,NA,3,2,0,2,NA,NA,NA,1062,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,24250,"Pembroke","","Ave","","","24250 Pembroke Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.436375,-83.28024,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,42600,NA,NA,NA,NA,2016-01-25,52000,"","",NA,NA,NA
"3027",341813,341813,428402,1958,NA,3,2,0,2,NA,NA,NA,1056,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,24401,"Pembroke","","Ave","","","24401 Pembroke Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.435802,-83.281494,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,48800,NA,NA,NA,NA,2016-04-29,43500,"","",NA,NA,NA
"3031",344838,344838,431586,1920,NA,NA,1,0,1,NA,NA,NA,866,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6451,"Devereaux","","St","","","6451 Devereaux St","Detroit","MI",48210,"","Residential","SingleFamily","",42.33819,-83.128288,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,NA,2016-01-25,16500,"","",NA,NA,NA
"3032",344839,344839,431587,1914,NA,NA,1,0,1,NA,NA,NA,830,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2747,"Inglis","","St","","","2747 Inglis St","Detroit","MI",48209,"","Residential","SingleFamily","",42.315381,-83.131835,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,14400,NA,NA,NA,NA,2016-03-16,29000,"","",NA,NA,NA
"3033",344840,344840,431588,1920,NA,NA,1,0,1,NA,NA,NA,934,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2577,"Carson","","St","","","2577 Carson St","Detroit","MI",48209,"","Residential","SingleFamily","",42.314066,-83.129716,NA,NA,3485,0.08,NA,NA,NA,NA,NA,NA,NA,12800,NA,NA,NA,NA,2016-02-16,33000,"","",NA,NA,NA
"3035",344842,344842,431590,1919,NA,NA,1,0,1,NA,NA,NA,728,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2755,"Inglis","","St","","","2755 Inglis St","Detroit","MI",48209,"","Residential","SingleFamily","",42.315452,-83.131889,NA,NA,3049,0.07,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,NA,2016-05-17,35000,"","",NA,NA,NA
"3039",344846,344846,431594,1915,NA,NA,2,0,2,NA,NA,NA,749,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4069,"Clippert","","St","","","4069 Clippert St","Detroit","MI",48210,"","Residential","SingleFamily","",42.329742,-83.124694,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,32200,NA,NA,NA,NA,2016-04-15,21000,"","",NA,NA,NA
"3042",344871,344871,431619,1946,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18993,"Edinborough","","Rd","","","18993 Edinborough Rd","Detroit","MI",48219,"","Residential","SingleFamily","",42.428604,-83.23468,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,2016-07-28,25000,"","",NA,NA,NA
"3049",348149,348149,435079,1924,NA,4,1.5,1,1,NA,NA,NA,1876,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,2716,"Collingwood","","St","","","2716 Collingwood St","Detroit","MI",48206,"","Residential","SingleFamily","",42.379895,-83.115504,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,NA,2016-03-14,30000,"","",NA,NA,NA
"3057",350594,350594,437641,1950,NA,3,2,0,2,NA,NA,NA,917,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15709,"Stout","","St","","","15709 Stout St","Detroit","MI",48223,"","Residential","SingleFamily","",42.404461,-83.241952,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,NA,NA,2016-09-15,39900,"","",NA,NA,NA
"3059",350596,350596,437643,1938,NA,4,1,0,1,NA,NA,NA,1010,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15703,"Asbury","","Park","","","15703 Asbury Park","Detroit","MI",48227,"","Residential","SingleFamily","",42.405036,-83.208768,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,32600,NA,NA,NA,NA,2016-09-13,45000,"","",NA,NA,NA
"3065",350665,350665,437715,1943,NA,3,2,0,2,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6212,"Minock","","St","","","6212 Minock St","Detroit","MI",48228,"","Residential","SingleFamily","",42.334667,-83.230949,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,33800,NA,NA,NA,NA,2016-01-06,50000,"","",NA,NA,NA
"3066",350666,350666,437716,1957,NA,5,2,0,2,NA,NA,NA,1076,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6000,"Brace","","St","","","6000 Brace St","Detroit","MI",48228,"","Residential","SingleFamily","",42.332534,-83.222366,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,34200,NA,NA,NA,NA,2016-01-12,25500,"","",NA,NA,NA
"3067",350667,350667,437718,1950,NA,3,1.5,1,1,NA,NA,NA,706,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6001,"Warwick","","St","","","6001 Warwick St","Detroit","MI",48228,"","Residential","SingleFamily","",42.332485,-83.226776,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,29200,NA,NA,NA,NA,2016-02-19,27500,"","",NA,NA,NA
"3068",350668,350668,437719,1950,NA,2,1,0,1,NA,NA,NA,732,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6045,"Minock","","St","","","6045 Minock St","Detroit","MI",48228,"","Residential","SingleFamily","",42.333038,-83.231575,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,12800,NA,NA,NA,NA,2016-04-11,20000,"","",NA,NA,NA
"3069",350669,350669,437720,1950,NA,NA,1,0,1,NA,NA,NA,742,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6076,"Warwick","","St","","","6076 Warwick St","Detroit","MI",48228,"","Residential","SingleFamily","",42.333488,-83.226051,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,30200,NA,NA,NA,NA,2016-02-19,20000,"","",NA,NA,NA
"3070",350670,350670,437721,1926,NA,NA,2,0,2,NA,NA,NA,1212,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6260,"Artesian","","St","","","6260 Artesian St","Detroit","MI",48228,"","Residential","SingleFamily","",42.33574,-83.224854,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,42800,NA,NA,NA,NA,2016-03-14,38000,"","",NA,NA,NA
"3073",350673,350673,437724,1970,NA,3,1.5,1,1,NA,NA,NA,895,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6415,"Plainview","","Ave","","","6415 Plainview Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.337548,-83.234123,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,14600,NA,NA,NA,NA,2016-02-11,24900,"","",NA,NA,NA
"3074",350674,350674,437725,1947,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6427,"Artesian","","St","","","6427 Artesian St","Detroit","MI",48228,"","Residential","SingleFamily","",42.337818,-83.2257,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,NA,NA,2016-03-02,16100,"","",NA,NA,NA
"3075",350675,350675,437726,1945,NA,3,1,0,1,NA,NA,NA,825,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,6470,"Grandville","","Ave","","","6470 Grandville Ave","Detroit","MI",48228,"","Residential","SingleFamily","",42.338394,-83.228675,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,22800,NA,NA,NA,NA,2016-04-19,30000,"","",NA,NA,NA
"3079",350899,350899,437959,1950,NA,3,1,0,1,NA,NA,NA,950,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16510,"Rossini","","Dr","","","16510 Rossini Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.443584,-82.948898,NA,NA,6970,0.16,NA,NA,NA,NA,NA,NA,NA,43600,NA,NA,NA,NA,2016-09-23,22000,"","",NA,NA,NA
"3080",350900,350900,437960,1948,NA,3,1,0,1,NA,NA,NA,800,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16477,"Eastburn","","St","","","16477 Eastburn St","Detroit","MI",48205,"","Residential","SingleFamily","",42.445964,-82.949554,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,37400,NA,NA,NA,NA,2016-03-02,29000,"","",NA,NA,NA
"3081",350901,350901,437961,1947,NA,3,1,0,1,NA,NA,NA,1230,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16306,"Collingham","","Dr","","","16306 Collingham Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.448081,-82.951499,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,2016-02-04,28000,"","",NA,NA,NA
"3082",350902,350902,437962,1950,NA,3,1,0,1,NA,NA,NA,794,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16097,"Manning","","St","","","16097 Manning St","Detroit","MI",48205,"","Residential","SingleFamily","",42.441283,-82.953927,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,35200,NA,NA,NA,NA,2016-01-13,30000,"","",NA,NA,NA
"3084",350905,350905,437965,1948,NA,3,1,0,1,NA,NA,NA,1200,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16269,"Novara","","St","","","16269 Novara St","Detroit","MI",48205,"","Residential","SingleFamily","",42.439498,-82.951965,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,NA,2016-03-09,20000,"","",NA,NA,NA
"3085",350906,350906,437967,1945,NA,3,1,0,1,NA,NA,NA,1203,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16476,"Manning","","St","","","16476 Manning St","Detroit","MI",48205,"","Residential","SingleFamily","",42.440834,-82.949401,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,37600,NA,NA,NA,NA,2016-03-23,26000,"","",NA,NA,NA
